Fuel Type,Body Type,Kilometers Driven,Transmission Type,Number of Owners,Manufacturer,Model,Model Year,Variant ID,Variant Name,Price,Location,Registration_Year,Insurance Validity,Seats,RTO,Engine Displacement,Transmission,Mileage,Engine,Max Power,Torque,Color,Engine Type,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Supply System,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gross Weight,Gear Box,Drive Type,Steering Type,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,Alloy Wheel Size
Petrol,Hatchback,61159.0,Automatic,2.0,Honda,Honda Jazz,2017.0,1340.0,1.2 V AT i VTEC,656000.0,chennai,2017.0,Comprehensive,5.0,TN10,1199.0,Automatic,19.0,1199.0,88.7,110.0,Red,i-VTEC Petrol Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3955.0,1694.0,1544.0,2530.0,1066.0,1520.0,5.0,FWD,Power,Disc,Drum,172.0,13.7,"Tubeless,Radial",5.0,354.0,15.0,15.0
Petrol,Hatchback,90000.0,Manual,2.0,Hyundai,Hyundai i20,2010.0,1643.0,1.2 Asta,295000.0,chennai,2010.0,Third Party insurance,5.0,TN07,1197.0,Manual,17.0,1197.0,80.0,11.44,Others,In-Line Engine,4.0,4.0,DOHC,MPFI,No,No,3940.0,1710.0,1505.0,2525.0,1100.0,1520.0,5.0,FWD,Power,Disk,Drum,170.0,13.2,"Tubeless,Radial",5.0,350.0,14.0,14.0
Petrol,SUV,106506.0,Manual,1.0,Hyundai,Hyundai Creta,2018.0,6430.0,1.6 SX,894999.0,chennai,2018.0,Comprehensive,5.0,TN01,1591.0,Manual,15.8,1591.0,121.3,151.0,Black,VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,4270.0,1780.0,1665.0,2590.0,1260.0,1520.0,6.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,400.0,17.0,17.0
Petrol,Hatchback,108551.0,Manual,2.0,Hyundai,Hyundai Grand i10,2015.0,1549.0,Sportz,392000.0,chennai,2016.0,Comprehensive,5.0,TN04,1197.0,Manual,18.9,1197.0,82.0,114.0,Red,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,935.0,1520.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,16.0,16.0
Petrol,Hatchback,59841.0,Manual,1.0,Maruti,Maruti Ignis,2017.0,7585.0,Delta BSVI,500000.0,chennai,2017.0,Third Party insurance,5.0,TN13,1197.0,Manual,20.89,1197.0,81.8,113.0,Grey,VVT,4.0,4.0,Default,Default,Default,Default,3700.0,1690.0,1595.0,2435.0,-11103.0,1520.0,5.0,FWD,Electric,Disc,Drum,170.0,13.2,"Tubeless, Radial",5.0,260.0,16.0,16.0
Petrol,SUV,19649.0,Automatic,1.0,Hyundai,Hyundai Creta,2020.0,8943.0,SX Opt Knight IVT BSVI,1590000.0,chennai,2020.0,Third Party insurance,5.0,TN06,1497.0,Automatic,19.26341090909091,1497.0,113.18,143.8,Silver,1.5 L MPi Petrol,4.0,4.0,DOHC,MPi,No,Default,4300.0,1790.0,1635.0,2610.0,1550.0,1520.0,6.0,2WD,Power,Disc,Disc,170.0,13.2,"Tubeless, Radial",5.0,350.0,17.0,17.0
Petrol,SUV,27000.0,Automatic,1.0,Kia,Kia Seltos,2020.0,8948.0,HTX IVT,1425000.0,chennai,2020.0,Comprehensive,5.0,TN01,1497.0,Automatic,19.26341090909091,1497.0,113.43,144.0,Blue,SMARTSTREAM G1.5,4.0,4.0,Default,MPI,No,Default,4315.0,1800.0,1645.0,2610.0,1400.0,1520.0,5.0,FWD,Electric,Disc,Disc,170.0,13.2,"Tubeless, Radial",5.0,433.0,17.0,17.0
Petrol,Hatchback,35325.0,Manual,2.0,Hyundai,Hyundai i20,2014.0,1480.0,Magna 1.2,488000.0,chennai,2014.0,Comprehensive,5.0,TN03,1197.0,Manual,18.6,1197.0,81.83,114.7,Red,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1520.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0
Petrol,Hatchback,20000.0,Manual,2.0,Maruti,Maruti Baleno,2020.0,6777.0,Delta,660000.0,chennai,2020.0,Third Party insurance,5.0,TN97,1197.0,Manual,21.01,1197.0,81.8,113.0,Red,1.2L VVT Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,13922.0,1340.0,5.0,FWD,Electric,Disc,Drum,170.0,12.36,"Tubeless,Radial",5.0,339.0,16.0,16.0
Petrol,Hatchback,41248.0,Manual,1.0,Hyundai,Hyundai i20,2017.0,5694.0,1.2 Asta Dual Tone,604000.0,chennai,2017.0,Third Party insurance,5.0,TN70,1197.0,Manual,18.6,1197.0,81.83,114.7,Red,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1520.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0
Petrol,SUV,128398.0,Manual,1.0,Mahindra,Mahindra XUV300,2016.0,7241.0,W8 BSVI,405000.0,chennai,2016.0,Comprehensive,5.0,TN11,1197.0,Manual,16.82,1197.0,108.62,200.0,SILKY SILVER,1.2L Petrol,3.0,4.0,Default,Default,Yes,Default,3995.0,1821.0,1627.0,2600.0,1450.0,1520.0,6.0,FWD,Power,Disc,Disc,170.0,13.2,"Tubeless, Radial",5.0,350.0,16.0,16.0
Petrol,Hatchback,90000.0,Manual,2.0,Maruti,Maruti Swift,2007.0,5319.0,1.3 VXi,220000.0,chennai,2007.0,Third Party insurance,5.0,TN09,1298.0,Manual,16.1,1298.0,88.7,11.5,Others,In-Line Engine,4.0,4.0,Default,MPFI,No,No,3760.0,1690.0,1530.0,2390.0,890.0,1415.0,5.0,FWD,Power,Ventilated Disc,Drum,160.0,12.29,"Tubeless,Radial",5.0,232.0,14.0,14.0
Petrol,Sedan,98807.0,Manual,1.0,Hyundai,Hyundai Aura,2020.0,7234.0,E,615000.0,chennai,2020.0,Comprehensive,5.0,TN12,1197.0,Manual,20.5,1197.0,81.86,113.8,White,1.2 l Kappa dual petrol,4.0,4.0,Default,Default,No,Default,3995.0,1680.0,1520.0,2450.0,1030.0,1520.0,5.0,FWD,Electric,Disc,Drum,170.0,13.2,"Tubeless,Radial",4.0,350.0,16.0,16.0
Petrol,Hatchback,10000.0,Manual,1.0,Maruti,Maruti Alto 800,2020.0,7277.0,VXI Plus BSVI,400000.0,chennai,2020.0,Third Party insurance,5.0,TN07,796.0,Manual,22.05,796.0,47.33,69.0,Others,F8D Petrol Engine,3.0,4.0,Default,Default,Default,Default,3445.0,1515.0,1475.0,2360.0,762.0,1185.0,5.0,RWD,Power,Disc,Drum,170.0,13.2,Tubeless Tyres,5.0,350.0,16.0,16.0
Petrol,Hatchback,37300.0,Manual,1.0,Hyundai,Hyundai Grand i10,2018.0,5604.0,1.2 Kappa Sportz BSIV,515000.0,chennai,2019.0,Comprehensive,5.0,TN03,1197.0,Manual,18.9,1197.0,81.86,113.75,Red,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,1120.0,1520.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,16.0,16.0
Diesel,Hatchback,82784.0,Manual,1.0,Hyundai,Hyundai i20,2014.0,1485.0,Magna 1.4 CRDi,492000.0,chennai,2014.0,Comprehensive,5.0,TN07,1396.0,Manual,22.54,1396.0,88.73,219.7,Red,U2 CRDI Diesel Engine ,4.0,4.0,DOHC,CRDI,Yes,No,3985.0,1734.0,1505.0,2570.0,1515.0,1520.0,6.0,FWD,Power,Disc,Drum,180.0,11.9,Tubeless,5.0,295.0,16.0,16.0
Petrol,Sedan,63274.0,Manual,1.0,Maruti,Maruti Swift Dzire,2021.0,7710.0,ZXI BSVI,731000.0,chennai,2021.0,Third Party,5.0,TN19,1197.0,Manual,22.41,1197.0,88.5,113.0,Blue,Default,4.0,4.0,Default,Default,Default,Default,3995.0,1735.0,1515.0,2450.0,28947.0,1335.0,5.0,FWD,Electric,Disc,Drum,170.0,13.2,"Tubeless, Radial",4.0,378.0,15.0,15.0
Petrol,Hatchback,77388.0,Manual,2.0,Hyundai,Hyundai i20 Active,2017.0,1662.0,1.2 S,523000.0,chennai,2017.0,Third Party,5.0,TN87,1197.0,Manual,17.19,1197.0,81.86,114.73,White,VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1760.0,1555.0,2570.0,1020.0,1520.0,5.0,FWD,Power,Disc,Drum,160.0,14.0,"Tubeless,Radial",5.0,285.0,16.0,16.0
Petrol,Hatchback,59985.0,Manual,1.0,Hyundai,Hyundai Santro,2019.0,6666.0,Magna BSIV,472000.0,chennai,2019.0,Comprehensive,5.0,TN19,1086.0,Manual,20.3,1086.0,68.0,99.0,Yellow,1.1 litre Petrol Engine,4.0,3.0,DOHC,MPFI,No,No,3610.0,1645.0,1560.0,2400.0,1010.0,1520.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,"Tubeless,Radial",5.0,235.0,16.0,16.0
Petrol,Hatchback,53819.0,Automatic,1.0,Maruti,Maruti Baleno,2017.0,3960.0,1.2 CVT Zeta,630000.0,chennai,2017.0,Comprehensive,5.0,TN11,1197.0,Automatic,21.4,1197.0,83.1,115.0,White,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,920.0,1360.0,5.0,FWD,Power,Disc,Drum,180.0,12.79,"Tubeless,Radial",5.0,339.0,16.0,16.0
Petrol,Hatchback,35000.0,Automatic,1.0,Hyundai,Hyundai i20,2019.0,7474.0,Sportz Plus CVT,800000.0,chennai,2019.0,Comprehensive,5.0,TN08,1197.0,Automatic,17.4,1197.0,81.86,117.0,White,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,-10203.0,1520.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,285.0,15.0,15.0
Petrol,Hatchback,35983.0,Manual,1.0,Honda,Honda Jazz,2017.0,1338.0,1.2 SV i VTEC,575000.0,chennai,2017.0,Third Party insurance,5.0,TN14,1199.0,Manual,18.7,1199.0,88.7,110.0,Red,i-VTEC Petrol Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3955.0,1694.0,1544.0,2530.0,1042.0,1520.0,5.0,FWD,Power,Disc,Drum,172.0,13.7,"Tubeless,Radial",5.0,354.0,16.0,16.0
Petrol,Sedan,23325.0,Manual,1.0,Hyundai,Hyundai Xcent,2018.0,5784.0,1.2 VTVT S,562000.0,chennai,2018.0,Zero Dep,5.0,TN19,1197.0,Manual,20.14,1197.0,81.86,113.75,Silver,1.2L Kappa Dual VTVT Petrol,4.0,4.0,DOHC,MPFI,No,No,3995.0,1660.0,1520.0,2425.0,1120.0,1520.0,5.0,FWD,Power,Disc,Drum,172.0,13.2,Tubeless,4.0,407.0,16.0,16.0
Petrol,Hatchback,51690.0,Automatic,1.0,Honda,Honda Jazz,2018.0,6503.0,V CVT,690000.0,chennai,2018.0,Comprehensive,5.0,TN06,1199.0,Automatic,18.2,1199.0,88.7,110.0,Red,i-VTEC Petrol Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3955.0,1694.0,1544.0,2530.0,1064.0,1520.0,5.0,FWD,Power,Disc,Drum,172.0,13.7,"Tubeless,Radial",5.0,354.0,15.0,15.0
Petrol,Hatchback,69786.0,Manual,2.0,Hyundai,Hyundai i20 Active,2017.0,1665.0,1.2 SX,573000.0,chennai,2017.0,Comprehensive,5.0,TN10,1197.0,Manual,17.19,1197.0,81.86,114.73,White,VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1760.0,1555.0,2570.0,1040.0,1520.0,5.0,FWD,Power,Disc,Drum,160.0,14.0,"Tubeless,Radial",5.0,285.0,16.0,16.0
Petrol,Sedan,53612.0,Automatic,2.0,Tata,Tata Tigor,2018.0,6641.0,XZA,558000.0,chennai,2018.0,Comprehensive,5.0,TN02,1199.0,Automatic,20.3,1199.0,83.81,114.0,Brown,Revotron Engine,3.0,4.0,DOHC,MPFi,No,No,3992.0,1677.0,1537.0,2450.0,-3626.0,1520.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,"Tubeless,Radial",4.0,419.0,15.0,15.0
Petrol,Hatchback,41502.0,Manual,1.0,Maruti,Maruti Swift,2018.0,7084.0,VXI,580000.0,chennai,2018.0,Comprehensive,5.0,TN07,1197.0,Manual,21.21,1197.0,81.8,113.0,Blue,VTVT Engine,4.0,4.0,DOHC,MPFi,No,No,3840.0,1735.0,1530.0,2450.0,3917.0,1315.0,5.0,FWD,Electric,Disc,Drum,170.0,12.71,Tubeless,5.0,268.0,16.0,16.0
Petrol,Hatchback,110000.0,Manual,2.0,Hyundai,Hyundai i20,2010.0,1643.0,1.2 Asta,290000.0,chennai,2010.0,Third Party insurance,5.0,TN07,1197.0,Manual,17.0,1197.0,80.0,11.44,Silver,In-Line Engine,4.0,4.0,DOHC,MPFI,No,No,3940.0,1710.0,1505.0,2525.0,1100.0,1520.0,5.0,FWD,Power,Disk,Drum,170.0,13.2,"Tubeless,Radial",5.0,350.0,14.0,14.0
Petrol,SUV,77380.0,Automatic,1.0,Ford,Ford Ecosport,2018.0,6088.0,1.5 Petrol Titanium Plus AT BSIV,762000.0,chennai,2018.0,Comprehensive,5.0,TN14,1497.0,Automatic,14.8,1497.0,121.36,150.0,Silver,Ti-VCT Petrol Engine,3.0,4.0,DOHC,Direct Injection,No,No,3998.0,1765.0,1647.0,2519.0,1320.0,1705.0,6.0,FWD,Power,Ventilated Disc,Drum,171.43,12.51,"Tubeless,Radial",4.0,352.0,16.0,16.0
Diesel,SUV,53060.0,Manual,1.0,Maruti,Maruti SX4 S Cross,2018.0,4274.0,DDiS 200 Sigma,869999.0,chennai,2019.0,Third Party insurance,5.0,TN18,1248.0,Manual,23.65,1248.0,88.5,200.0,Grey,DDiS 200 Diesel Engine,4.0,4.0,DOHC,Default,Yes,No,4300.0,1785.0,1595.0,2600.0,1215.0,1670.0,5.0,FWD,Power,Ventilated Disc,Solid Disc,160.0,13.5,"Tubeless,Radial",5.0,353.0,16.0,16.0
Diesel,SUV,40000.0,Manual,1.0,Ford,Ford Ecosport,2021.0,7357.0,1.5 Diesel Titanium,950000.0,chennai,2021.0,Third Party insurance,5.0,TN07,1498.0,Manual,21.7,1498.0,98.96,215.0,Others,TDCi Diesel Engine,4.0,4.0,SOHC,Direct Injection,Yes,No,3998.0,1765.0,1647.0,2519.0,1277.0,1690.0,5.0,FWD,Electric,Ventilated Disc,Drum,170.0,13.2,"Tubeless,Radial",5.0,352.0,16.0,16.0
Petrol,MUV,20000.0,Automatic,2.0,Maruti,Maruti Ertiga,2020.0,7046.0,VXI AT,1025000.0,chennai,2020.0,Third Party insurance,7.0,TN07,1462.0,Automatic,17.99,1462.0,103.26,138.0,Others,K15 Smart Hybrid,4.0,4.0,DOHC,MPFI,No,No,4395.0,1735.0,1690.0,2740.0,13442.0,1740.0,4.0,FWD,Power,Ventilated Disc,Drum,170.0,13.2,"Tubeless,Radial",5.0,209.0,16.0,16.0
Petrol,Sedan,68283.0,Manual,2.0,Maruti,Maruti Swift Dzire,2008.0,4226.0,ZXi,245000.0,chennai,2008.0,Third Party insurance,5.0,TN01,1298.0,Manual,17.5,1298.0,85.8,114.0,Black,In-Line Engine,4.0,4.0,SOHC,MPFI,No,No,4160.0,1690.0,1530.0,2390.0,1035.0,1520.0,5.0,2 WD,Power,Ventilated Disc,Drum,170.0,13.2,"Tubeless,Radial",4.0,440.0,14.0,14.0
Diesel,SUV,49000.0,Manual,1.0,Hyundai,Hyundai Creta,2018.0,6434.0,1.4 E Plus,1080000.0,chennai,2018.0,Comprehensive,5.0,TN03,1396.0,Manual,22.1,1396.0,88.7,219.7,White,U2 CRDI Engine,4.0,4.0,DOHC,CRDi,No,No,4270.0,1780.0,1665.0,2590.0,1200.0,1520.0,6.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,400.0,16.0,16.0
Petrol,Hatchback,47547.0,Manual,2.0,Hyundai,Hyundai i20,2016.0,1483.0,Asta Option 1.2,608000.0,chennai,2017.0,Third Party insurance,5.0,TN14,1197.0,Manual,18.6,1197.0,81.83,114.7,Blue,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1520.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0
Diesel,Hatchback,111275.0,Manual,1.0,Hyundai,Hyundai i20,2014.0,1487.0,Asta 1.4 CRDi,501999.0,chennai,2014.0,Third Party insurance,5.0,TN01,1396.0,Manual,22.54,1396.0,88.73,219.7,White,U2 CRDI Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3985.0,1734.0,1505.0,2570.0,1515.0,1520.0,6.0,FWD,Power,Disc,Drum,180.0,11.9,Tubeless,5.0,295.0,16.0,16.0
Petrol,SUV,71770.0,Automatic,2.0,Hyundai,Hyundai Creta,2018.0,6432.0,1.6 SX Automatic,1027000.0,chennai,2018.0,Comprehensive,5.0,TN03,1591.0,Automatic,14.8,1591.0,121.3,151.0,White,VTVT Petrol Engine,4.0,4.0,DOHC,MPFi,No,No,4270.0,1780.0,1665.0,2590.0,1300.0,1520.0,6.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,400.0,17.0,17.0
Petrol,Sedan,51396.0,Automatic,1.0,Maruti,Maruti Swift Dzire,2016.0,4213.0,VXi AT,595000.0,chennai,2016.0,Third Party insurance,5.0,TN10,1197.0,Automatic,18.5,1197.0,83.14,115.0,Silver,K Series VVT Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1695.0,1555.0,2430.0,965.0,1435.0,4.0,FWD,Power,Ventilated Disc,Drum,158.0,12.6,"Tubeless,Radial",4.0,320.0,16.0,16.0
Petrol,Hatchback,120000.0,Manual,3.0,Volkswagen,Volkswagen Polo,2014.0,1973.0,1.2 MPI Highline,350000.0,chennai,2014.0,Third Party insurance,5.0,TN13,1198.0,Manual,16.47,1198.0,74.0,110.0,Others,MPI Petrol Engine,3.0,4.0,DOHC,MPFI ,No,No,3971.0,1682.0,1469.0,2469.0,1053.0,1520.0,5.0,FWD,Power,Disc,Drum,165.0,14.2,"Tubeless,Radial",5.0,280.0,15.0,15.0
Petrol,Hatchback,30272.0,Manual,1.0,Hyundai,Hyundai Grand i10,2017.0,5601.0,1.2 Kappa Era,509999.0,chennai,2017.0,Comprehensive,5.0,TN20,1197.0,Manual,17.0,1197.0,81.86,113.75,White,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,1040.0,1520.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,16.0,16.0
Diesel,Hatchback,76697.0,Manual,3.0,Hyundai,Hyundai i20,2014.0,1486.0,Sportz 1.4 CRDi,484999.0,chennai,2014.0,Zero Dep,5.0,TN02,1396.0,Manual,22.54,1396.0,88.73,219.7,Red,U2 CRDI Diesel Engine,4.0,4.0,DOHC,CRDI,Yes,No,3985.0,1734.0,1505.0,2570.0,1515.0,1520.0,6.0,FWD,Power,Disc,Drum,180.0,11.9,Tubeless,5.0,295.0,16.0,16.0
Petrol,Sedan,95291.0,Automatic,1.0,Maruti,Maruti Swift Dzire,2017.0,7081.0,AMT ZXI Plus,636000.0,chennai,2017.0,Third Party,5.0,TN06,1197.0,Automatic,21.21,1197.0,81.8,113.0,Blue,K Series VVT Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1735.0,1515.0,2450.0,8927.0,1315.0,5.0,FWD,Power,Disc,Drum,170.0,12.6,"Tubeless,Radial",4.0,378.0,15.0,15.0
Petrol,Sedan,84005.0,Manual,1.0,Volkswagen,Volkswagen Ameo,2017.0,1885.0,1.2 MPI Highline,571000.0,chennai,2017.0,Comprehensive,5.0,TN22,1198.0,Manual,17.0,1198.0,73.75,110.0,White,MPI Petrol Engine,3.0,4.0,DOHC,MPFI,No,No,3995.0,1682.0,1483.0,2470.0,1069.0,1520.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,"Tubeless,Radial",4.0,330.0,15.0,15.0
Petrol,SUV,8000.0,Automatic,1.0,Renault,Renault Kiger,2021.0,10045.0,RXT AMT,825000.0,chennai,2021.0,Comprehensive,5.0,TN07,999.0,Automatic,19.03,999.0,71.01,96.0,White,1.0L energy,3.0,4.0,Default,MPFi,Default,Default,3991.0,1750.0,1605.0,2500.0,1055.0,1520.0,5.0,FWD,Electric,Disc,Drum,170.0,13.2,"Tubeless, Radial",5.0,405.0,16.0,16.0
Petrol,Hatchback,49254.0,Manual,1.0,Datsun,Datsun RediGO,2021.0,7846.0,1.0 T Option,393000.0,chennai,2021.0,Zero Dep,5.0,TN12,999.0,Manual,21.7,999.0,67.05,91.0,Blue,1.0 L Petrol Engine,3.0,4.0,DOHC,MPFi,No,No,3435.0,1574.0,1546.0,2348.0,750.0,1520.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,tubeless tyre,5.0,222.0,16.0,16.0
Diesel,SUV,20000.0,Manual,1.0,Kia,Kia Sonet,2021.0,8007.0,HTX Diesel iMT BSVI,1100000.0,chennai,2021.0,Third Party insurance,5.0,TN05,1493.0,Manual,18.4,1493.0,98.63,240.0,Black,1.5 L CRDi WGT,4.0,4.0,Default,CRDi,Yes,Default,3995.0,1790.0,1642.0,2500.0,1215.0,1520.0,6.0,FWD,Electric,Disc,Drum,170.0,13.2,"Tubeless, Radial",5.0,392.0,16.0,16.0
Petrol,Hatchback,97522.0,Manual,2.0,Hyundai,Hyundai Grand i10,2016.0,1524.0,Sportz,420000.0,chennai,2016.0,Third Party,5.0,TN19,1197.0,Manual,18.9,1197.0,82.0,114.0,Others,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,935.0,1520.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,16.0,16.0
Petrol,SUV,10000.0,Automatic,1.0,Nissan,Nissan Magnite,2022.0,8140.0,Turbo CVT XV BSVI,950000.0,chennai,2022.0,Third Party insurance,5.0,TN07,999.0,Automatic,17.4,999.0,98.63,152.0,Gray,HRA0 1.0 TURBO PETROL,3.0,4.0,SOHC,MPFi,Yes,No,3994.0,1758.0,1572.0,2500.0,1039.0,1520.0,5.0,FWD,Electronic,Disc,Drum,170.0,13.2,"Tubeless,Radial",5.0,336.0,16.0,16.0
Petrol,Hatchback,19252.0,Manual,0.0,Hyundai,Hyundai i20,2021.0,8155.0,Sportz Turbo iMT,770000.0,chennai,2022.0,Third Party insurance,5.0,TN07,998.0,Manual,20.0,998.0,118.36,171.62,Grey,1.0 l Turbo GDi petrol,3.0,4.0,Default,Default,Yes,Default,3995.0,1775.0,1505.0,2580.0,1220.0,1520.0,6.0,AWD,Electric,Disc,Drum,170.0,13.2,"Tubeless,Radial",5.0,311.0,16.0,16.0
Diesel,SUV,30000.0,Automatic,1.0,Kia,Kia Sonet,2020.0,8013.0,GTX Plus Diesel AT BSVI,1200000.0,chennai,2020.0,Third Party insurance,5.0,TN04,1493.0,Automatic,19.26341090909091,1493.0,113.43,250.0,Red,1.5 L CRDi VGT,4.0,4.0,Default,CRDi,Yes,Default,3995.0,1790.0,1642.0,2500.0,1130.0,1520.0,6.0,FWD,Electric,Disc,Drum,170.0,13.2,"Tubeless, Radial",5.0,392.0,16.0,16.0
Petrol,Hatchback,80000.0,Manual,3.0,Fiat,Fiat Grande Punto,2010.0,743.0,1.4 Emotion,120000.0,chennai,2010.0,Third Party insurance,5.0,MH43,1368.0,Manual,14.6,1368.0,88.7,115.0,Red,FIRE Engine,4.0,4.0,DOHC,MPFi,No,No,3987.0,1687.0,1495.0,2510.0,1115.0,1520.0,5.0,FWD,Power,Ventilated Disc,Drum,170.0,13.2,"Tubeless,Radial",5.0,280.0,15.0,15.0
Petrol,Sedan,25581.0,Manual,1.0,Maruti,Maruti Swift Dzire,2021.0,4210.0,VXI,750000.0,chennai,2021.0,Comprehensive,5.0,TN12,1197.0,Manual,20.85,1197.0,83.14,115.0,Silver,K Series VVT Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1695.0,1555.0,2430.0,945.0,1415.0,5.0,FWD,Power,Ventilated Disc,Drum,158.0,12.6,"Tubeless,Radial",4.0,320.0,16.0,16.0
Diesel,Hatchback,123394.0,Manual,1.0,Maruti,Maruti Baleno,2016.0,3968.0,1.3 Alpha,622000.0,chennai,2016.0,Third Party insurance,5.0,TN21,1248.0,Manual,27.39,1248.0,74.0,190.0,Blue,DDiS Diesel Engine,4.0,4.0,DOHC,CRDi,Yes,No,3995.0,1745.0,1510.0,2520.0,985.0,1430.0,5.0,FWD,Power,Disc,Drum,170.0,12.93,"Tubeless,Radial",5.0,339.0,16.0,16.0
Diesel,SUV,76384.0,Automatic,1.0,Kia,Kia Seltos,2021.0,7121.0,GTX Plus Diesel AT,1639000.0,chennai,2021.0,Third Party,5.0,TN03,1493.0,Automatic,18.0,1493.0,113.43,250.0,White,1.5 L CRDi VGT,4.0,4.0,Default,CRDi,Yes,Default,4315.0,1800.0,1645.0,2610.0,1540.0,1520.0,6.0,FWD,Electric,Disc,Disc,170.0,13.2,"Tubeless, Radial",5.0,433.0,17.0,17.0
Petrol,Hatchback,17160.0,Manual,1.0,Hyundai,Hyundai i20,2016.0,1482.0,Asta 1.2,635000.0,chennai,2016.0,Third Party,5.0,TN85,1197.0,Manual,18.6,1197.0,81.83,114.7,Red,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1066.0,1520.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,295.0,16.0,16.0
Petrol,SUV,15817.0,Manual,1.0,Volkswagen,Volkswagen Taigun,2022.0,8610.0,1.0 TSI Topline BSVI,1466000.0,chennai,2023.0,Third Party,5.0,TN02,999.0,Manual,20.08,999.0,113.98,178.0,Silver,1.0L TSI,3.0,4.0,Default,TSI,Yes,Default,4221.0,1760.0,1612.0,2651.0,1255.0,1650.0,6.0,FWD,Electric,Disc,Drum,170.0,13.2,"Tubeless, Radial",5.0,385.0,17.0,17.0
Petrol,Hatchback,10000.0,Manual,2.0,Renault,Renault KWID,2021.0,7435.0,Climber 1.0 MT Opt,500000.0,chennai,2021.0,Third Party insurance,5.0,TN05,999.0,Manual,21.74,999.0,67.0,91.0,Others,Petrol Engine,3.0,4.0,DOHC,MPFi,No,No,3731.0,1579.0,1490.0,2422.0,745.0,1520.0,5.0,FWD,Electric,Disc,Drum,170.0,13.2,"Tubeless,Radial",5.0,279.0,16.0,16.0
Petrol,Hatchback,31268.0,Manual,0.0,Renault,Renault KWID,2020.0,7431.0,1.0 RXT Opt,425000.0,chennai,2021.0,Third Party insurance,5.0,TN07,999.0,Manual,21.74,999.0,67.0,91.0,Brown,Petrol Engine,3.0,4.0,DOHC,MPFi,No,No,3731.0,1579.0,1474.0,2422.0,730.0,1520.0,5.0,FWD,Electric,Disc,Drum,170.0,13.2,"Tubeless,Radial",5.0,279.0,16.0,16.0
