Fuel Type,Body Type,Kilometers Driven,Transmission Type,Number of Owners,Manufacturer,Model,Model Year,Variant ID,Variant Name,Price,Location,Registration_Year,Insurance Validity,Seats,RTO,Engine Displacement,Transmission,Mileage,Engine,Max Power,Torque,Color,Engine Type,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Supply System,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gross Weight,Gear Box,Drive Type,Steering Type,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,Alloy Wheel Size
Petrol,Hatchback,10000.0,Manual,1.0,Tata,Tata Tiago,2021.0,7377.0,XZ Plus BSVI,520000.0,kolkata,2021.0,Third Party insurance,5.0,WB24,1199.0,Manual,19.01,1199.0,84.82,113.0,Others,1.2 L Revotron,3.0,4.0,Default,Default,Default,Default,3765.0,1677.0,1535.0,2400.0,982.0,1490.0,5.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,350.0,15.0,15.0
Petrol,Sedan,37000.0,Manual,1.0,Maruti,Maruti Swift Dzire,2013.0,4238.0,VXI,285000.0,kolkata,2013.0,Comprehensive,5.0,WB02,1197.0,Manual,19.1,1197.0,85.8,114.0,Golden,K Series VVT Engine,4.0,4.0,Default,MPFI,No,No,3995.0,1695.0,1555.0,2430.0,970.0,1415.0,5.0,FWD,Power,Ventilated Disc,Drum,169.0,12.6,"Tubeless,Radial",4.0,320.0,14.0,14.0
Petrol,Hatchback,9520.0,Manual,1.0,Hyundai,Hyundai Grand i10 Nios,2022.0,7094.0,Asta,728000.0,kolkata,2022.0,Comprehensive,5.0,WB52,1197.0,Manual,20.7,1197.0,81.86,113.8,Red,1.2 Kappa petrol,4.0,4.0,Default,Default,No,Default,3805.0,1680.0,1520.0,2450.0,1060.0,1490.0,5.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,350.0,15.0,15.0
Petrol,Sedan,100000.0,Manual,1.0,Chevrolet,Chevrolet Sail,2016.0,549.0,1.2 LS ABS,210000.0,kolkata,2016.0,Third Party insurance,5.0,AS05,1199.0,Manual,18.2,1199.0,82.4,108.5,Silver,SMARTECH Petrol Engine,4.0,4.0,DOHC,MPFi,No,No,4249.0,1690.0,1503.0,2465.0,1065.0,1490.0,5.0,FWD,Power,Disc,Drum,155.0,14.0,"Tubeless,Radial",4.0,370.0,16.0,16.0
Petrol,Hatchback,9902.0,Manual,1.0,Hyundai,Hyundai i20,2021.0,8159.0,Asta Turbo iMT,824000.0,kolkata,2021.0,Comprehensive,5.0,WB20,998.0,Manual,20.0,998.0,118.36,171.62,Blue,1.0 l Turbo GDi petrol,3.0,4.0,Default,Default,Yes,Default,3995.0,1775.0,1505.0,2580.0,1240.0,1490.0,6.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,311.0,16.0,16.0
Petrol,SUV,70000.0,Manual,1.0,Ford,Ford Ecosport,2016.0,6312.0,1.5 Petrol Titanium Plus BSIV,500000.0,kolkata,2016.0,Third Party insurance,5.0,MP09,1497.0,Manual,17.0,1497.0,121.36,150.0,Others,Ti-VCT Petrol Engine,3.0,4.0,DOHC,Direct Injection,No,No,3998.0,1765.0,1647.0,2519.0,1274.0,1660.0,5.0,FWD,Power,Ventilated Disc,Drum,165.0,12.51,"Tubeless,Radial",4.0,352.0,16.0,16.0
Petrol,Hatchback,20101.0,Manual,1.0,Hyundai,Hyundai Grand i10,2020.0,5602.0,1.2 Kappa Magna BSIV,526000.0,kolkata,2020.0,Comprehensive,5.0,WB20,1197.0,Manual,18.9,1197.0,81.86,113.75,Silver,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,1100.0,1490.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,16.0,16.0
Petrol,SUV,15258.0,Manual,1.0,Tata,Tata Nexon,2021.0,9667.0,XZ Plus S BSVI,969999.0,kolkata,2021.0,Comprehensive,5.0,Wb10,1199.0,Manual,17.33,1199.0,118.35,170.0,Orange,1.2l Turbocharged Revotron Engine,3.0,4.0,Default,Default,NO,Default,3993.0,1811.0,1606.0,2498.0,1195.0,1490.0,6.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless,Radial",5.0,350.0,16.0,16.0
Petrol,SUV,36397.0,Automatic,1.0,Hyundai,Hyundai Venue,2020.0,6946.0,SX Plus Turbo DCT BSIV,951000.0,kolkata,2020.0,Third Party,5.0,WB02,998.0,Automatic,18.15,998.0,118.35,171.6,White,Default,3.0,4.0,Default,GDi,Yes,Default,3995.0,1770.0,1605.0,2500.0,1440.0,1490.0,7.0,FWD,Power,Disc,Drum,165.0,12.93,Radial,5.0,350.0,16.0,16.0
Petrol,SUV,23303.0,Manual,2.0,Hyundai,Hyundai Creta,2019.0,8179.0,1.6 VTVT SX Plus,930000.0,kolkata,2019.0,Comprehensive,5.0,WB06,1591.0,Manual,13.0,1591.0,121.3,151.0,Red,VTVT Petrol Engine,4.0,4.0,DOHC,MPFi,No,No,4270.0,1780.0,1630.0,2590.0,1280.0,1490.0,6.0,FWD,Power,Disc,Drum,165.0,12.93,Tubeless,5.0,400.0,17.0,17.0
Petrol,SUV,50000.0,Manual,2.0,Hyundai,Hyundai Creta,2019.0,8179.0,1.6 VTVT SX Plus,1019999.0,kolkata,2019.0,Third Party insurance,5.0,WB08,1591.0,Manual,13.0,1591.0,121.3,151.0,Others,VTVT Petrol Engine,4.0,4.0,DOHC,MPFi,No,No,4270.0,1780.0,1630.0,2590.0,1280.0,1490.0,6.0,FWD,Power,Disc,Drum,165.0,12.93,Tubeless,5.0,400.0,17.0,17.0
Petrol,Hatchback,11326.0,Manual,1.0,Maruti,Maruti Swift,2019.0,7059.0,ZXI Plus,614000.0,kolkata,2019.0,Comprehensive,5.0,WB12,1197.0,Manual,21.21,1197.0,81.8,113.0,Grey,VTVT Engine,4.0,4.0,DOHC,MPFi,No,No,3840.0,1735.0,1530.0,2450.0,3917.0,1315.0,5.0,FWD,Electric,Disc,Drum,165.0,12.71,Tubeless,5.0,268.0,15.0,15.0
Petrol,Hatchback,23609.0,Manual,1.0,Maruti,Maruti Swift,2020.0,7059.0,ZXI Plus,630000.0,kolkata,2020.0,Comprehensive,5.0,WB02,1197.0,Manual,21.21,1197.0,81.8,113.0,Silver,VTVT Engine,4.0,4.0,DOHC,MPFi,No,No,3840.0,1735.0,1530.0,2450.0,3917.0,1315.0,5.0,FWD,Electric,Disc,Drum,165.0,12.71,Tubeless,5.0,268.0,15.0,15.0
Petrol,SUV,31745.0,Automatic,1.0,Hyundai,Hyundai Venue,2019.0,6946.0,SX Plus Turbo DCT BSIV,1006000.0,kolkata,2019.0,Zero Dep,5.0,WB02,998.0,Automatic,18.15,998.0,118.35,171.6,White,Default,3.0,4.0,Default,GDi,Yes,Default,3995.0,1770.0,1605.0,2500.0,1440.0,1490.0,7.0,FWD,Power,Disc,Drum,165.0,12.93,Radial,5.0,350.0,16.0,16.0
Petrol,SUV,3115.0,Manual,1.0,Renault,Renault Kiger,2021.0,8350.0,RXZ,718000.0,kolkata,2021.0,Comprehensive,5.0,WB08,999.0,Manual,19.17,999.0,71.01,96.0,Blue,1.0L energy,3.0,4.0,Default,MPFi,Default,Default,3991.0,1750.0,1605.0,2500.0,1012.0,1490.0,5.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,405.0,16.0,16.0
Petrol,Hatchback,8940.0,Automatic,1.0,Maruti,Maruti Celerio,2022.0,8680.0,ZXI Plus AMT BSVI,635000.0,kolkata,2022.0,Comprehensive,5.0,WB42,998.0,Automatic,26.0,998.0,65.71,89.0,Silver,K10C,3.0,4.0,Default,Default,Default,Default,3695.0,1655.0,1555.0,2435.0,825.0,1260.0,5.0,FWD,Electric,Ventilated Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,313.0,15.0,15.0
Petrol,Hatchback,10000.0,Manual,1.0,Hyundai,Hyundai Grand i10,2015.0,1542.0,Asta,475000.0,kolkata,2015.0,Third Party insurance,5.0,WB02,1197.0,Manual,18.9,1197.0,82.0,114.0,Others,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,935.0,1490.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,14.0,14.0
Petrol,Sedan,40000.0,Manual,3.0,Hyundai,Hyundai Xcent,2014.0,1873.0,1.2 Kappa S,305000.0,kolkata,2014.0,Third Party insurance,5.0,WB02,1197.0,Manual,19.1,1197.0,82.0,114.0,Others,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,Direct Injection,No,No,3995.0,1660.0,1520.0,2425.0,1160.0,1490.0,5.0,FWD ,Power,Disc ,Drum,172.0,14.2,Tubeless,4.0,407.0,16.0,16.0
Petrol,Hatchback,30000.0,Manual,1.0,Hyundai,Hyundai Grand i10,2017.0,1525.0,Magna,450000.0,kolkata,2017.0,Third Party insurance,5.0,WB02,1197.0,Manual,18.9,1197.0,82.0,114.0,Others, Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,935.0,1490.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,16.0,16.0
Petrol,Hatchback,70000.0,Manual,1.0,Hyundai,Hyundai i20,2011.0,1644.0,1.2 Magna,290000.0,kolkata,2011.0,Third Party insurance,5.0,WB26,1197.0,Manual,18.5,1197.0,80.0,11.44,Others,In-Line Engine,4.0,4.0,DOHC,MPFI,No,No,3940.0,1710.0,1505.0,2525.0,1020.0,1490.0,5.0,FWD,Power,Disk,Drum,165.0,12.93,"Tubeless,Radial",5.0,350.0,14.0,14.0
Petrol,Hatchback,17200.0,Manual,1.0,Maruti,Maruti Swift,2019.0,6189.0,VXI,580000.0,kolkata,2019.0,Comprehensive,5.0,WB02,1197.0,Manual,22.0,1197.0,81.8,113.0,Red,VTVT Engine,4.0,4.0,Default,MPFi,No,No,3840.0,1735.0,1530.0,2450.0,860.0,1315.0,5.0,FWD,Power,Disc,Drum,165.0,12.93,Tubeless,5.0,268.0,16.0,16.0
Petrol,Hatchback,6398.0,Manual,1.0,Maruti,Maruti Celerio,2022.0,8682.0,ZXI BSVI,546000.0,kolkata,2022.0,Comprehensive,5.0,WB26,998.0,Manual,25.24,998.0,65.71,89.0,Red,K10C,3.0,4.0,Default,Default,Default,Default,3695.0,1655.0,1555.0,2435.0,810.0,1260.0,5.0,FWD,Electric,Ventilated Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,313.0,16.0,16.0
Petrol,Hatchback,45739.0,Automatic,1.0,Hyundai,Hyundai Grand i10 Nios,2020.0,7092.0,AMT Sportz,588000.0,kolkata,2020.0,Comprehensive,5.0,WB26,1197.0,Automatic,20.7,1197.0,81.86,113.8,Silver,1.2 Kappa petrol,4.0,4.0,Default,Default,No,Default,3805.0,1680.0,1520.0,2450.0,1140.0,1490.0,5.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,350.0,14.0,14.0
Petrol,SUV,35254.0,Manual,1.0,Honda,Honda BR-V,2016.0,1183.0,i-VTEC S MT,499000.0,kolkata,2016.0,Comprehensive,7.0,WB02,1497.0,Manual,15.4,1497.0,117.3,145.0,Silver,i-VTEC Petrol Engine,4.0,4.0,SOHC,Default,No,No,4453.0,1735.0,1666.0,2662.0,1217.0,1490.0,6.0,FWD,Power,Disc,Drum,165.0,12.93,"Tubeless,Radials",5.0,223.0,16.0,16.0
Petrol,Hatchback,51463.0,Manual,1.0,Honda,Honda Brio,2014.0,1188.0,S MT,300000.0,kolkata,2014.0,Third Party insurance,5.0,WB20,1198.0,Manual,19.4,1198.0,86.8,109.0,Black,i-VTEC Engine,4.0,4.0,SOHC,PGM - Fi,No,No,3610.0,1680.0,1500.0,2345.0,925.0,1490.0,5.0,FWD,Power,Disc,Drum,164.0,14.5,"Tubeless,Radial",5.0,175.0,16.0,16.0
Petrol,Hatchback,6903.0,Manual,1.0,Maruti,Maruti S-Presso,2022.0,7173.0,VXI Plus 2019-2022,443000.0,kolkata,2022.0,Comprehensive,5.0,WB50,998.0,Manual,21.7,998.0,65.71,89.0,Red,K10C,3.0,4.0,Default,Default,Default,Default,3565.0,1520.0,1567.0,2380.0,15879.0,1170.0,5.0,FWD,Power,Ventilated Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,350.0,16.0,16.0
Petrol,Hatchback,50000.0,Manual,1.0,Hyundai,Hyundai i10,2009.0,1589.0,Era 1.1,140000.0,kolkata,2009.0,Third Party insurance,5.0,WB02,1086.0,Manual,19.81,1086.0,68.05,99.04,Others,IRDE2 Engine,4.0,3.0,SOHC,MPFI,No,No,3585.0,1595.0,1550.0,2380.0,860.0,1490.0,5.0,FWD,Power,Ventilated Disc,Drum,165.0,14.3,Tubeless,5.0,225.0,16.0,16.0
Petrol,Hatchback,18000.0,Automatic,1.0,Maruti,Maruti Baleno,2018.0,3964.0,1.2 CVT Delta,534000.0,kolkata,2018.0,Comprehensive,5.0,WB26,1197.0,Automatic,21.4,1197.0,83.1,115.0,Red,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,910.0,1360.0,5.0,FWD,Power,Disc,Drum,180.0,12.79,"Tubeless,Radial",5.0,339.0,16.0,16.0
Diesel,SUV,42000.0,Manual,1.0,Ford,Ford Ecosport,2018.0,6090.0,1.5 Diesel Ambiente BSIV,565000.0,kolkata,2018.0,Third Party insurance,5.0,WB02,1498.0,Manual,23.0,1498.0,98.96,205.0,White,TDCi Diesel Engine,4.0,4.0,SOHC,Direct Injection,Yes,No,3998.0,1765.0,1647.0,2519.0,1261.0,1690.0,5.0,FWD,Power,Ventilated Disc,Drum,165.0,12.93,"Tubeless,Radial",4.0,352.0,16.0,16.0
Petrol,MUV,19675.0,Manual,2.0,Maruti,Maruti Ertiga,2012.0,8959.0,ZXI,426000.0,kolkata,2012.0,Third Party,7.0,WB02,1462.0,Manual,20.51,1462.0,101.65,136.8,Silver,K15C Smart Hybrid,4.0,4.0,Default,Default,Default,Default,4395.0,1735.0,1690.0,2740.0,32405.0,1760.0,5.0,2WD,Power,Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,350.0,15.0,15.0
Petrol,Hatchback,20378.0,Automatic,1.0,Hyundai,Hyundai i20,2021.0,8151.0,Asta Opt Turbo DCT BSVI,877000.0,kolkata,2021.0,Comprehensive,5.0,WB02,998.0,Automatic,20.28,998.0,118.41,171.62,Blue,1.0 l Turbo GDi petrol,3.0,4.0,Default,Default,Yes,Default,3995.0,1775.0,1505.0,2580.0,1220.0,1490.0,7.0,2WD,Electric,Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,311.0,16.0,16.0
Petrol,Hatchback,33683.0,Manual,1.0,Hyundai,Hyundai i10,2015.0,1567.0,Era,335000.0,kolkata,2016.0,Comprehensive,5.0,WB24,1086.0,Manual,19.81,1086.0,68.05,99.04,Red,IRDE2 Engine,4.0,3.0,SOHC,MPFI,No,No,3585.0,1595.0,1550.0,2380.0,860.0,1490.0,5.0,FWD,Power,Ventilated Disc,Drum,165.0,14.3,Tubeless,5.0,225.0,16.0,16.0
Petrol,Hatchback,18518.0,Manual,1.0,Maruti,Maruti S-Presso,2021.0,7172.0,VXI 2019-2022,413999.0,kolkata,2021.0,Comprehensive,5.0,WB16,998.0,Manual,21.7,998.0,65.71,89.0,Grey,K10C,3.0,4.0,Default,Default,Default,Default,3565.0,1520.0,1567.0,2380.0,15879.0,1170.0,5.0,FWD,Power,Ventilated Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,350.0,16.0,16.0
Petrol,MUV,18000.0,Manual,1.0,Maruti,Maruti Ertiga,2021.0,7045.0,VXI,925000.0,kolkata,2021.0,Comprehensive,7.0,WB02,1462.0,Manual,19.01,1462.0,103.26,138.0,Golden,K15 Smart Hybrid,4.0,4.0,DOHC,MPFI,No,No,4395.0,1735.0,1690.0,2740.0,13442.0,1730.0,5.0,FWD,Power,Ventilated Disc,Drum,165.0,12.93,"Tubeless,Radial",5.0,209.0,16.0,16.0
Petrol,Hatchback,14447.0,Manual,1.0,Maruti,Maruti Alto 800,2020.0,7075.0,VXI BSVI,345000.0,kolkata,2020.0,Comprehensive,5.0,WB06,796.0,Manual,22.05,796.0,47.33,69.0,Red,F8D Petrol Engine,3.0,4.0,Default,Default,Default,Default,3445.0,1515.0,1475.0,2360.0,762.0,1185.0,5.0,FWD,Power,Disc,Drum,165.0,12.93,Tubeless Tyres,5.0,350.0,16.0,16.0
Petrol,Hatchback,19991.0,Manual,2.0,Hyundai,Hyundai Grand i10,2019.0,5604.0,1.2 Kappa Sportz BSIV,454000.0,kolkata,2019.0,Comprehensive,5.0,Wb14,1197.0,Manual,18.9,1197.0,81.86,113.75,Red,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,1120.0,1490.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,16.0,16.0
Petrol,Hatchback,35444.0,Manual,1.0,Hyundai,Hyundai Grand i10,2013.0,1550.0,Asta Option,325000.0,kolkata,2013.0,Third Party,5.0,WB02,1197.0,Manual,18.9,1197.0,82.0,114.0,White,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,935.0,1490.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,14.0,14.0
Petrol,Hatchback,35000.0,Manual,1.0,Hyundai,Hyundai Grand i10,2017.0,1527.0,Asta Option,415000.0,kolkata,2017.0,Third Party insurance,5.0,WB02,1197.0,Manual,18.9,1197.0,82.0,114.0,Grey,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3765.0,1660.0,1520.0,2425.0,935.0,1490.0,5.0,FWD,Power,Disc,Drum,165.0,12.9,Tubeless,5.0,256.0,14.0,14.0
Petrol,Sedan,38698.0,Manual,1.0,Maruti,Maruti Swift Dzire,2014.0,10244.0,VXI,405999.0,kolkata,2015.0,Comprehensive,5.0,WB16,1197.0,Manual,22.41,1197.0,88.5,113.0,Brown,Default,4.0,4.0,Default,Default,Default,Default,3995.0,1735.0,1515.0,2450.0,28947.0,1335.0,5.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless, Radial",4.0,378.0,16.0,16.0
Petrol,Sedan,14642.0,Manual,1.0,Hyundai,Hyundai Xcent,2015.0,1873.0,1.2 Kappa S,329000.0,kolkata,2015.0,Third Party,5.0,WB02,1197.0,Manual,19.1,1197.0,82.0,114.0,Blue,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,Direct Injection,No,No,3995.0,1660.0,1520.0,2425.0,1160.0,1490.0,5.0,FWD ,Power,Disc ,Drum,172.0,14.2,Tubeless,4.0,407.0,16.0,16.0
Petrol,Hatchback,30739.0,Manual,1.0,Hyundai,Hyundai Grand i10 Nios,2022.0,7091.0,Sportz,622000.0,kolkata,2022.0,Comprehensive,5.0,Wb26,1197.0,Manual,20.7,1197.0,81.86,113.8,Blue,1.2 Kappa petrol,4.0,4.0,Default,Default,No,Default,3805.0,1680.0,1520.0,2450.0,1160.0,1490.0,5.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,350.0,14.0,14.0
Petrol,Hatchback,21300.0,Manual,1.0,Hyundai,Hyundai i20,2021.0,10105.0,Asta Opt,798000.0,kolkata,2021.0,Comprehensive,5.0,WB08,1197.0,Manual,21.0,1197.0,81.8,114.74,Grey,1.2 l Kappa petrol,4.0,4.0,Default,Default,No,Default,3995.0,1775.0,1505.0,2580.0,1170.0,1490.0,5.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,311.0,16.0,16.0
Petrol,Hatchback,13463.0,Manual,1.0,Hyundai,Hyundai Grand i10 Nios,2020.0,7093.0,Sportz Dual Tone,618000.0,kolkata,2020.0,Comprehensive,5.0,WB26,1197.0,Manual,20.7,1197.0,81.86,113.8,Blue,1.2 Kappa petrol,4.0,4.0,Default,Default,No,Default,3805.0,1680.0,1520.0,2450.0,1140.0,1490.0,5.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,350.0,15.0,15.0
Petrol,Hatchback,15477.0,Automatic,1.0,Maruti,Maruti S-Presso,2019.0,7175.0,VXI Plus AT 2019-2022,430999.0,kolkata,2019.0,Third Party insurance,5.0,WB26,998.0,Automatic,21.7,998.0,67.05,90.0,Grey,K10B,3.0,4.0,Default,Default,Default,Default,3565.0,1520.0,1564.0,2380.0,5871.0,1170.0,5.0,FWD,Power,Ventilated Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,350.0,16.0,16.0
Petrol,Hatchback,10000.0,Manual,1.0,Maruti,Maruti Baleno,2019.0,3962.0,1.2 Delta,620000.0,kolkata,2019.0,Third Party insurance,5.0,WB26,1197.0,Manual,21.4,1197.0,83.1,115.0,Others,VVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3995.0,1745.0,1510.0,2520.0,870.0,1340.0,5.0,FWD,Power,Disc,Drum,180.0,12.36,"Tubeless,Radial",5.0,339.0,16.0,16.0
Petrol,SUV,19712.0,Manual,1.0,Hyundai,Hyundai Venue,2020.0,7675.0,SX Turbo,868000.0,kolkata,2020.0,Comprehensive,5.0,WB74,998.0,Manual,18.27,998.0,118.35,172.0,White,Kappa 1.0 L Turbo GDi Petrol,3.0,4.0,Default,GDi,Yes,Default,3995.0,1770.0,1605.0,2500.0,1340.0,1490.0,6.0,FWD,Electric,Disc,Drum,165.0,12.93,Radial,5.0,350.0,16.0,16.0
Petrol,Hatchback,20000.0,Manual,1.0,Maruti,Maruti S-Presso,2021.0,7173.0,VXI Plus 2019-2022,420000.0,kolkata,2021.0,Third Party insurance,5.0,WB02,998.0,Manual,21.7,998.0,65.71,89.0,White,K10C,3.0,4.0,Default,Default,Default,Default,3565.0,1520.0,1567.0,2380.0,15879.0,1170.0,5.0,FWD,Power,Ventilated Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,350.0,16.0,16.0
Diesel,SUV,70000.0,Automatic,1.0,Kia,Kia Seltos,2020.0,7121.0,GTX Plus Diesel AT,1300000.0,kolkata,2020.0,Third Party insurance,5.0,WB02,1493.0,Automatic,18.0,1493.0,113.43,250.0,Others,1.5 L CRDi VGT,4.0,4.0,Default,CRDi,Yes,Default,4315.0,1800.0,1645.0,2610.0,1540.0,1490.0,6.0,FWD,Electric,Disc,Disc,165.0,12.93,"Tubeless, Radial",5.0,433.0,17.0,17.0
Petrol,Hatchback,10000.0,Manual,1.0,Hyundai,Hyundai i20,2019.0,6250.0,Petrol Spotz,550000.0,kolkata,2019.0,Third Party insurance,5.0,WB26,1197.0,Manual,18.6,1197.0,81.86,114.73,Others,Kappa VTVT Petrol Engine,4.0,4.0,DOHC,MPFI,No,No,3985.0,1734.0,1505.0,2570.0,1120.0,1490.0,5.0,FWD,Power,Disc,Drum,170.0,13.2,Tubeless,5.0,285.0,16.0,16.0
Petrol,Hatchback,10000.0,Manual,2.0,Hyundai,Hyundai Grand i10 Nios,2021.0,7091.0,Sportz,650000.0,kolkata,2021.0,Third Party insurance,5.0,WB08,1197.0,Manual,20.7,1197.0,81.86,113.8,Others,1.2 Kappa petrol,4.0,4.0,Default,Default,No,Default,3805.0,1680.0,1520.0,2450.0,1160.0,1490.0,5.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,350.0,14.0,14.0
Petrol,Hatchback,10000.0,Manual,2.0,Hyundai,Hyundai Grand i10 Nios,2021.0,7091.0,Sportz,650000.0,kolkata,2021.0,Third Party insurance,5.0,WB08,1197.0,Manual,20.7,1197.0,81.86,113.8,Others,1.2 Kappa petrol,4.0,4.0,Default,Default,No,Default,3805.0,1680.0,1520.0,2450.0,1160.0,1490.0,5.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless, Radial",5.0,350.0,14.0,14.0
Petrol,Hatchback,30000.0,Manual,2.0,Renault,Renault KWID,2016.0,8976.0,1.0 RXT,250000.0,kolkata,2016.0,Third Party insurance,5.0,WB02,999.0,Manual,23.01,999.0,67.0,91.0,Others,Petrol Engine,3.0,4.0,DOHC,MPFi,No,No,3679.0,1579.0,1478.0,2422.0,710.0,1490.0,5.0,FWD,Power,Disc,Drum,155.8,13.9,"Tubeless,Radial",5.0,300.0,16.0,16.0
Petrol,SUV,10000.0,Manual,2.0,Tata,Tata Nexon,2022.0,7386.0,XZ Plus BSVI,821000.0,kolkata,2022.0,Third Party insurance,5.0,WB02,1199.0,Manual,17.33,1199.0,118.35,170.0,Others,1.2l Turbocharged Revotron Engine,3.0,4.0,Default,Default,NO,Default,3993.0,1811.0,1606.0,2498.0,1230.0,1490.0,6.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless,Radial",5.0,350.0,16.0,16.0
Petrol,MUV,10000.0,Manual,2.0,Maruti,Maruti XL6,2021.0,7099.0,Alpha,950000.0,kolkata,2021.0,Third Party insurance,6.0,WB36,1462.0,Manual,19.01,1462.0,103.2,138.0,Others,K15B Smart Hybrid,4.0,4.0,Default,Default,Default,Default,4445.0,1775.0,1700.0,2740.0,1180.0,1730.0,5.0,FWD,Power,Ventilated Disc,Leading & Trailing Drum,165.0,12.93,"Tubeless,Radial",5.0,209.0,15.0,15.0
Petrol,Hatchback,6347.0,Manual,1.0,Maruti,Maruti Swift,2020.0,7059.0,ZXI Plus,663000.0,kolkata,2021.0,Comprehensive,5.0,WB10,1197.0,Manual,21.21,1197.0,81.8,113.0,Blue,VTVT Engine,4.0,4.0,DOHC,MPFi,No,No,3840.0,1735.0,1530.0,2450.0,3917.0,1315.0,5.0,FWD,Electric,Disc,Drum,165.0,12.71,Tubeless,5.0,268.0,15.0,15.0
Petrol,Hatchback,19437.0,Automatic,2.0,Maruti,Maruti Ignis,2019.0,5554.0,1.2 AMT Delta BSIV,559000.0,kolkata,2019.0,Comprehensive,5.0,WB24,1197.0,Automatic,20.89,1197.0,81.8,113.0,White,1.2-Litre VVT Petrol Engine,4.0,4.0,SOHC,MPFI,No,No,3700.0,1690.0,1595.0,2435.0,855.0,1490.0,5.0,FWD,Electrical,Disc,Drum,165.0,13.69,"Tubeless,Radial",5.0,260.0,16.0,16.0
Petrol,SUV,6059.0,Manual,1.0,Tata,Tata Nexon,2021.0,9667.0,XZ Plus S BSVI,934000.0,kolkata,2021.0,Comprehensive,5.0,WB10,1199.0,Manual,17.33,1199.0,118.35,170.0,Blue,1.2l Turbocharged Revotron Engine,3.0,4.0,Default,Default,NO,Default,3993.0,1811.0,1606.0,2498.0,1195.0,1490.0,6.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless,Radial",5.0,350.0,16.0,16.0
Diesel,Hatchback,9134.0,Manual,1.0,Tata,Tata Altroz,2022.0,8883.0,XZ Plus Dark Edition Diesel BSVI,914000.0,kolkata,2022.0,Comprehensive,5.0,WB06,1497.0,Manual,23.64,1497.0,88.77,200.0,Black,1.5 l Turbocharged Revotorq,4.0,4.0,Default,Default,Yes,Default,3990.0,1755.0,1523.0,2501.0,1115.0,1490.0,5.0,FWD,Electric,Disc,Drum,165.0,12.93,"Tubeless,Radial",5.0,345.0,16.0,16.0
